Time,Altitude,Temperature,Voltage
4.35,136,67.8F,3.95
4.4,132,67.8F,3.95
4.45,137,67.8F,3.95
4.5,133,67.8F,3.95
4.55,132,67.8F,3.95
4.6,132,67.8F,3.95
4.65,134,67.8F,3.95
4.7,129,67.8F,3.95
4.75,131,67.8F,3.95
4.8,122,67.8F,3.95
4.85,123,67.8F,3.95
4.9,121,67.8F,3.95
4.95,123,67.8F,3.95
5,116,67.8F,3.95
5.05,115,67.8F,3.95
5.1,112,67.8F,3.95
5.15,111,67.8F,3.95
5.2,110,67.8F,3.95
5.25,108,67.8F,3.95
5.3,108,67.8F,3.95
5.35,106,67.8F,3.95
5.4,104,67.8F,3.95
5.45,104,67.8F,3.95
5.5,104,67.8F,3.95
5.55,99,67.8F,3.95
5.6,99,67.8F,3.95
5.65,94,67.8F,3.95
5.7,92,67.8F,3.95
5.75,92,67.8F,3.95
5.8,91,67.8F,3.95
5.85,89,67.8F,3.95
5.9,86,67.8F,3.95
5.95,84,67.8F,3.95
6,85,67.8F,3.95
6.05,84,67.8F,3.95
6.1,79,67.8F,3.95
6.15,76,67.8F,3.95
6.2,74,67.8F,3.95
6.25,73,67.8F,3.95
6.3,73,67.7F,3.95
6.35,72,67.8F,3.95
6.4,70,67.8F,3.95
6.45,67,67.8F,3.95
6.5,64,67.8F,3.95
6.55,63,67.8F,3.95
6.6,61,67.8F,3.95
6.65,61,67.8F,3.95
6.7,57,67.8F,3.95
6.75,58,67.8F,3.95
6.8,54,67.8F,3.95
6.85,51,67.8F,3.95
6.9,52,67.8F,3.95
6.95,46,67.8F,3.95
7,45,67.8F,3.95
7.05,46,67.7F,3.95
7.1,44,67.8F,3.95
7.15,42,67.8F,3.95
7.2,39,67.8F,3.95
7.25,37,67.8F,3.95
7.3,34,67.8F,3.95
7.35,33,67.8F,3.95
7.4,31,67.7F,3.95
7.45,30,67.7F,3.95
7.5,27,67.8F,3.95
7.55,26,67.8F,3.95
7.6,26,67.8F,3.95
7.65,21,67.8F,3.95
7.7,21,67.7F,3.95
7.75,16,67.7F,3.95
7.8,16,67.8F,3.95
7.85,14,67.7F,3.95
7.9,11,67.7F,3.95
7.95,11,67.7F,3.95
8,8,67.7F,3.95
8.05,5,67.8F,3.95
8.1,2,67.8F,3.95
8.15,2,67.7F,3.95
8.2,10,67.8F,3.95
8.25,2,67.7F,3.95
8.3,2,67.7F,3.95
8.35,0,67.8F,3.95
8.4,0,67.7F,3.95
8.45,1,67.7F,3.95
8.5,-1,67.7F,3.95
8.55,-1,67.7F,3.95
8.6,-1,67.7F,3.95
8.65,5,67.7F,3.95
8.7,4,67.7F,3.95
8.75,2,67.7F,3.95
8.8,2,67.7F,3.95
8.85,0,67.8F,3.95
8.9,-3,67.8F,3.95
8.95,-1,67.7F,3.95
9,-1,67.7F,3.95
9.05,-2,67.7F,3.95
9.1,-1,67.7F,3.95
9.15,-2,67.8F,3.95
9.2,-2,67.7F,3.95
9.25,-3,67.8F,3.95
9.3,-2,67.7F,3.95
9.35,-1,67.7F,3.95
9.4,-1,67.7F,3.95
9.45,-2,67.7F,3.95
9.5,-1,67.7F,3.95
9.55,-2,67.7F,3.95
9.6,-2,67.7F,3.95
9.65,-2,67.7F,3.95
9.7,-1,67.7F,3.95
9.75,-2,67.7F,3.95
9.8,-1,67.7F,3.95
9.85,-2,67.7F,3.95
9.9,-2,67.7F,3.95
9.95,-2,67.7F,3.95
10,-2,67.7F,3.95
10.05,-2,67.7F,3.95
10.1,-2,67.7F,3.95
10.15,-3,67.7F,3.95
10.2,-2,67.7F,3.95
10.25,-2,67.7F,3.95
10.3,-1,67.7F,3.95
10.35,-3,67.7F,3.95
10.4,-2,67.7F,3.95
10.45,-2,67.7F,3.95
10.5,-2,67.7F,3.95
10.55,-1,67.7F,3.95
10.6,-2,67.7F,3.95
10.65,-3,67.7F,3.95
10.7,-2,67.7F,3.95
10.75,-2,67.7F,3.95
10.8,-2,67.7F,3.95
10.85,-3,67.7F,3.95
10.9,-2,67.7F,3.95
10.95,-2,67.7F,3.95
11,-3,67.7F,3.95
11.05,-3,67.7F,3.95
11.1,-3,67.7F,3.95
11.15,-1,67.7F,3.95
11.2,-3,67.7F,3.95
11.25,-2,67.7F,3.95
11.3,-2,67.7F,3.95
11.35,-3,67.7F,3.95
11.4,-2,67.7F,3.95
11.45,-3,67.7F,3.95
11.5,-3,67.7F,3.95
11.55,-3,67.7F,3.95
11.6,-3,67.7F,3.95
11.65,-2,67.7F,3.95
11.7,-3,67.7F,3.95
11.75,-3,67.7F,3.95
11.8,-3,67.7F,3.95
11.85,-3,67.7F,3.95
11.9,-3,67.7F,3.95
11.95,-3,67.7F,3.95
12,-2,67.7F,3.95
12.05,-2,67.7F,3.95
12.1,-3,67.7F,3.95
12.15,-2,67.7F,3.95
12.2,-2,67.7F,3.95
12.25,-2,67.7F,3.95
12.3,-3,67.7F,3.95
12.35,-3,67.7F,3.95
12.4,-3,67.7F,3.95
12.45,-3,67.7F,3.95
12.5,-3,67.7F,3.95
12.55,-3,67.7F,3.95
12.6,-3,67.7F,3.95
12.65,-2,67.7F,3.95
12.7,-2,67.7F,3.95
12.75,-3,67.7F,3.95
12.8,-3,67.7F,3.95
12.85,-3,67.7F,3.95
12.9,-3,67.7F,3.95
12.95,-3,67.7F,3.95
13,-2,67.7F,3.95
13.05,-3,67.7F,3.95
13.1,-2,67.7F,3.95
13.15,-3,67.7F,3.95
13.2,-3,67.7F,3.95
13.25,-3,67.7F,3.95
13.3,-3,67.7F,3.95
13.35,-3,67.7F,3.95
13.4,-3,67.7F,3.95
13.45,-3,67.7F,3.95
13.5,-3,67.7F,3.95
13.55,-3,67.7F,3.95
13.6,-3,67.7F,3.95
13.65,-3,67.7F,3.95
13.7,-3,67.7F,3.95
13.75,-3,67.7F,3.95
13.8,-2,67.7F,3.95
13.85,-3,67.7F,3.95
13.9,-2,67.7F,3.95
13.95,-3,67.7F,3.95
14,-3,67.7F,3.95
14.05,-3,67.7F,3.95
14.1,-3,67.7F,3.95
14.15,-2,67.7F,3.95
14.2,-2,67.7F,3.95
14.25,-3,67.7F,3.95
14.3,-3,67.7F,3.95
14.35,-3,67.7F,3.95
14.4,-2,67.7F,3.95
14.45,-3,67.7F,3.95
14.5,-3,67.7F,3.95
14.55,-3,67.7F,3.95
14.6,-3,67.7F,3.95
14.65,-4,67.7F,3.95
14.7,-3,67.7F,3.95
14.75,-3,67.7F,3.95
14.8,-4,67.7F,3.95
14.85,-3,67.7F,3.95
14.9,-3,67.7F,3.95
14.95,-3,67.7F,3.95
15,-3,67.7F,3.95
15.05,-3,67.7F,3.95
15.1,-4,67.7F,3.95
15.15,-3,67.7F,3.95
15.2,-4,67.7F,3.95
15.25,-2,67.7F,3.95
15.3,-3,67.7F,3.95
15.35,-3,67.7F,3.95
15.4,-3,67.7F,3.95
15.45,-3,67.7F,3.95
15.5,-3,67.7F,3.95
15.55,-3,67.7F,3.95
